benchmark-broker-runtime=Confluent Local 7.5.0-ccs
goos: darwin
goarch: arm64
pkg: github.com/faustbrian/golib/pkg/kafka/benchmarks/clients
cpu: Apple M4 Max
BenchmarkEquivalentReplay/10-records/128B/none/golib-policy-16         	       1	  24325334 ns/op	   0.06 MB/s	        10.00 records/op	  156608 B/op	    1311 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  15262125 ns/op	   6.86 MB/s	       100.0 records/op	  298480 B/op	    1491 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  14108500 ns/op	   7.42 MB/s	       100.0 records/op	  298056 B/op	    1492 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  28843792 ns/op	   3.63 MB/s	       100.0 records/op	  311744 B/op	    1686 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  28338166 ns/op	   3.69 MB/s	       100.0 records/op	  298696 B/op	    1498 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  36536417 ns/op	   2.87 MB/s	       100.0 records/op	  297240 B/op	    1485 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  38260667 ns/op	   2.74 MB/s	       100.0 records/op	  299480 B/op	    1508 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  56304791 ns/op	   1.86 MB/s	       100.0 records/op	  297848 B/op	    1491 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  38681958 ns/op	   2.71 MB/s	       100.0 records/op	  297400 B/op	    1488 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	 111299708 ns/op	   0.94 MB/s	       100.0 records/op	  297400 B/op	    1488 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	  21307375 ns/op	   4.91 MB/s	       100.0 records/op	  286128 B/op	    1268 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	  26252083 ns/op	   3.99 MB/s	       100.0 records/op	  283280 B/op	    1258 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	  20638750 ns/op	   5.07 MB/s	       100.0 records/op	  283864 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   9348291 ns/op	  11.20 MB/s	       100.0 records/op	  283864 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	  14278583 ns/op	   7.33 MB/s	       100.0 records/op	  285008 B/op	    1261 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	  10725084 ns/op	   9.76 MB/s	       100.0 records/op	  284888 B/op	    1266 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   8676375 ns/op	  12.07 MB/s	       100.0 records/op	  283896 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   9497583 ns/op	  11.02 MB/s	       100.0 records/op	  284976 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   8880791 ns/op	  11.79 MB/s	       100.0 records/op	  283880 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   8318792 ns/op	  12.59 MB/s	       100.0 records/op	  284328 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   8911208 ns/op	  11.75 MB/s	       100.0 records/op	  283880 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	  12860417 ns/op	   8.14 MB/s	       100.0 records/op	  284200 B/op	    1258 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	  11056417 ns/op	   9.47 MB/s	       100.0 records/op	  283896 B/op	    1258 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   7141000 ns/op	  14.66 MB/s	       100.0 records/op	  283880 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   8712875 ns/op	  12.02 MB/s	       100.0 records/op	  283280 B/op	    1258 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	  11524084 ns/op	   9.09 MB/s	       100.0 records/op	  287560 B/op	    1273 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   9749000 ns/op	  10.74 MB/s	       100.0 records/op	  283896 B/op	    1258 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   9663667 ns/op	  10.83 MB/s	       100.0 records/op	  291528 B/op	    1262 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	   8828375 ns/op	  11.86 MB/s	       100.0 records/op	  284360 B/op	    1258 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/raw-franz-go-16       	       1	  11494375 ns/op	   9.11 MB/s	       100.0 records/op	  286184 B/op	    1277 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 400960667 ns/op	   0.26 MB/s	       100.0 records/op	  352536 B/op	    1006 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 406305292 ns/op	   0.26 MB/s	       100.0 records/op	  433928 B/op	    1175 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 415411875 ns/op	   0.25 MB/s	       100.0 records/op	  296840 B/op	    1135 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 401838792 ns/op	   0.26 MB/s	       100.0 records/op	  294216 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 392738167 ns/op	   0.27 MB/s	       100.0 records/op	  272600 B/op	     853 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 457684250 ns/op	   0.23 MB/s	       100.0 records/op	  352552 B/op	    1006 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 401716166 ns/op	   0.26 MB/s	       100.0 records/op	  279368 B/op	     923 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 407718292 ns/op	   0.26 MB/s	       100.0 records/op	  352536 B/op	    1006 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 394672541 ns/op	   0.27 MB/s	       100.0 records/op	  279384 B/op	     923 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 411530625 ns/op	   0.25 MB/s	       100.0 records/op	  294216 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 418686083 ns/op	   0.25 MB/s	       100.0 records/op	  279544 B/op	     925 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 386550875 ns/op	   0.27 MB/s	       100.0 records/op	  286792 B/op	    1002 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 411817333 ns/op	   0.25 MB/s	       100.0 records/op	  221208 B/op	    1000 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 413450459 ns/op	   0.25 MB/s	       100.0 records/op	  271944 B/op	     844 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 405294209 ns/op	   0.26 MB/s	       100.0 records/op	  352536 B/op	    1006 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 396503375 ns/op	   0.26 MB/s	       100.0 records/op	  214152 B/op	     925 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 420920750 ns/op	   0.25 MB/s	       100.0 records/op	  281080 B/op	     968 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 408715791 ns/op	   0.26 MB/s	       100.0 records/op	  294376 B/op	    1083 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 390396541 ns/op	   0.27 MB/s	       100.0 records/op	  352536 B/op	    1006 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/kafka-go-16           	       1	 396199708 ns/op	   0.26 MB/s	       100.0 records/op	  286808 B/op	    1002 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 621332125 ns/op	   0.17 MB/s	       100.0 records/op	  377192 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 617817708 ns/op	   0.17 MB/s	       100.0 records/op	  377424 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 616197500 ns/op	   0.17 MB/s	       100.0 records/op	  377176 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 622580750 ns/op	   0.17 MB/s	       100.0 records/op	  377192 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 607179542 ns/op	   0.17 MB/s	       100.0 records/op	  377192 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 621290292 ns/op	   0.17 MB/s	       100.0 records/op	  377408 B/op	    1077 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 645248625 ns/op	   0.16 MB/s	       100.0 records/op	  377144 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 617414500 ns/op	   0.17 MB/s	       100.0 records/op	  377488 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 629701166 ns/op	   0.17 MB/s	       100.0 records/op	  377424 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 655929292 ns/op	   0.16 MB/s	       100.0 records/op	  377160 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 636046791 ns/op	   0.16 MB/s	       100.0 records/op	  377424 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 654298750 ns/op	   0.16 MB/s	       100.0 records/op	  377176 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 627879334 ns/op	   0.17 MB/s	       100.0 records/op	  377424 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 633360625 ns/op	   0.17 MB/s	       100.0 records/op	  377176 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 623138292 ns/op	   0.17 MB/s	       100.0 records/op	  377408 B/op	    1077 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 622378750 ns/op	   0.17 MB/s	       100.0 records/op	  377176 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 618473500 ns/op	   0.17 MB/s	       100.0 records/op	  377176 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 611239750 ns/op	   0.17 MB/s	       100.0 records/op	  377400 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 615643042 ns/op	   0.17 MB/s	       100.0 records/op	  377176 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/sarama-16             	       1	 612889125 ns/op	   0.17 MB/s	       100.0 records/op	  377424 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  19776959 ns/op	   5.29 MB/s	       100.0 records/op	  426624 B/op	    1494 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  91408542 ns/op	   1.15 MB/s	       100.0 records/op	  424928 B/op	    1491 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  30772000 ns/op	   3.40 MB/s	       100.0 records/op	  425672 B/op	    1493 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  35640000 ns/op	   2.94 MB/s	       100.0 records/op	  425656 B/op	    1493 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  26347209 ns/op	   3.97 MB/s	       100.0 records/op	  439400 B/op	    1669 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  21186000 ns/op	   4.94 MB/s	       100.0 records/op	  426120 B/op	    1496 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  21065042 ns/op	   4.97 MB/s	       100.0 records/op	  431744 B/op	    1672 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  63609708 ns/op	   1.65 MB/s	       100.0 records/op	  426168 B/op	    1498 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  34623417 ns/op	   3.02 MB/s	       100.0 records/op	  416832 B/op	    1492 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  23779584 ns/op	   4.40 MB/s	       100.0 records/op	  417880 B/op	    1494 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  36458333 ns/op	   2.87 MB/s	       100.0 records/op	  417464 B/op	    1492 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  30721666 ns/op	   3.41 MB/s	       100.0 records/op	  438984 B/op	    1667 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  20777959 ns/op	   5.04 MB/s	       100.0 records/op	  418480 B/op	    1493 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  17926417 ns/op	   5.84 MB/s	       100.0 records/op	  425672 B/op	    1493 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  23412916 ns/op	   4.47 MB/s	       100.0 records/op	  426104 B/op	    1496 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  28378000 ns/op	   3.69 MB/s	       100.0 records/op	  426120 B/op	    1496 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  11092250 ns/op	   9.44 MB/s	       100.0 records/op	  421640 B/op	    1532 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  22161334 ns/op	   4.72 MB/s	       100.0 records/op	  416816 B/op	    1492 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  19456167 ns/op	   5.38 MB/s	       100.0 records/op	  417432 B/op	    1491 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/golib-policy-16     	       1	  45167084 ns/op	   2.32 MB/s	       100.0 records/op	  426232 B/op	    1497 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	   9330792 ns/op	  11.22 MB/s	       100.0 records/op	  413664 B/op	    1268 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	   7608583 ns/op	  13.76 MB/s	       100.0 records/op	  411552 B/op	    1263 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  27216542 ns/op	   3.85 MB/s	       100.0 records/op	  412648 B/op	    1266 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  19360708 ns/op	   5.41 MB/s	       100.0 records/op	  412008 B/op	    1259 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  17034125 ns/op	   6.15 MB/s	       100.0 records/op	  413248 B/op	    1265 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  20547083 ns/op	   5.10 MB/s	       100.0 records/op	  412152 B/op	    1262 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  10956042 ns/op	   9.56 MB/s	       100.0 records/op	  412264 B/op	    1263 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  11005417 ns/op	   9.51 MB/s	       100.0 records/op	  403296 B/op	    1263 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  10744666 ns/op	   9.74 MB/s	       100.0 records/op	  413664 B/op	    1268 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	   9623208 ns/op	  10.88 MB/s	       100.0 records/op	  411104 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  15834833 ns/op	   6.61 MB/s	       100.0 records/op	  403312 B/op	    1261 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  18565042 ns/op	   5.64 MB/s	       100.0 records/op	  404360 B/op	    1263 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  27859959 ns/op	   3.76 MB/s	       100.0 records/op	  412152 B/op	    1262 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  10324750 ns/op	  10.14 MB/s	       100.0 records/op	  413216 B/op	    1264 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  12852083 ns/op	   8.15 MB/s	       100.0 records/op	  412136 B/op	    1262 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  15184500 ns/op	   6.90 MB/s	       100.0 records/op	  404360 B/op	    1263 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  24888417 ns/op	   4.21 MB/s	       100.0 records/op	  412600 B/op	    1265 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  15017625 ns/op	   6.97 MB/s	       100.0 records/op	  403928 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  16846625 ns/op	   6.21 MB/s	       100.0 records/op	  411296 B/op	    1261 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/raw-franz-go-16     	       1	  34449375 ns/op	   3.04 MB/s	       100.0 records/op	  405496 B/op	    1272 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 463205875 ns/op	   0.23 MB/s	       100.0 records/op	  565144 B/op	    1180 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 443020083 ns/op	   0.24 MB/s	       100.0 records/op	  615384 B/op	    1020 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 410289209 ns/op	   0.26 MB/s	       100.0 records/op	  549976 B/op	    1020 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 389986584 ns/op	   0.27 MB/s	       100.0 records/op	  600520 B/op	     862 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 396472875 ns/op	   0.26 MB/s	       100.0 records/op	  221800 B/op	    1010 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 416614083 ns/op	   0.25 MB/s	       100.0 records/op	  615368 B/op	    1020 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 413094500 ns/op	   0.25 MB/s	       100.0 records/op	  229448 B/op	    1091 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 436494500 ns/op	   0.24 MB/s	       100.0 records/op	  615384 B/op	    1020 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 387455167 ns/op	   0.27 MB/s	       100.0 records/op	  607944 B/op	     941 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 394259584 ns/op	   0.27 MB/s	       100.0 records/op	  542200 B/op	     937 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 388523584 ns/op	   0.27 MB/s	       100.0 records/op	  214360 B/op	     931 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 400854542 ns/op	   0.26 MB/s	       100.0 records/op	  564488 B/op	    1174 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 414615666 ns/op	   0.25 MB/s	       100.0 records/op	  244408 B/op	    1251 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 458232125 ns/op	   0.23 MB/s	       100.0 records/op	  236632 B/op	    1168 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 429773291 ns/op	   0.24 MB/s	       100.0 records/op	  223512 B/op	    1055 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 414542917 ns/op	   0.25 MB/s	       100.0 records/op	  287528 B/op	    1014 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 431865250 ns/op	   0.24 MB/s	       100.0 records/op	  294952 B/op	    1093 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 423491459 ns/op	   0.25 MB/s	       100.0 records/op	  542200 B/op	     937 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 430234167 ns/op	   0.24 MB/s	       100.0 records/op	  549624 B/op	    1016 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/kafka-go-16         	       1	 388618875 ns/op	   0.27 MB/s	       100.0 records/op	  549640 B/op	    1016 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 624379666 ns/op	   0.17 MB/s	       100.0 records/op	  388512 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 619737958 ns/op	   0.17 MB/s	       100.0 records/op	  388072 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 636635459 ns/op	   0.16 MB/s	       100.0 records/op	  388040 B/op	    1077 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 621436250 ns/op	   0.17 MB/s	       100.0 records/op	  388072 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 637349583 ns/op	   0.16 MB/s	       100.0 records/op	  388328 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 621678250 ns/op	   0.17 MB/s	       100.0 records/op	  388288 B/op	    1080 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 626884375 ns/op	   0.17 MB/s	       100.0 records/op	  388056 B/op	    1077 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 622039833 ns/op	   0.17 MB/s	       100.0 records/op	  388056 B/op	    1077 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 619655833 ns/op	   0.17 MB/s	       100.0 records/op	  388304 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 636118500 ns/op	   0.16 MB/s	       100.0 records/op	  388288 B/op	    1080 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 623325042 ns/op	   0.17 MB/s	       100.0 records/op	  388056 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 618633459 ns/op	   0.17 MB/s	       100.0 records/op	  389480 B/op	    1080 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 625425542 ns/op	   0.17 MB/s	       100.0 records/op	  388648 B/op	    1084 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 621741041 ns/op	   0.17 MB/s	       100.0 records/op	  388304 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 617537375 ns/op	   0.17 MB/s	       100.0 records/op	  388272 B/op	    1080 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 639722792 ns/op	   0.16 MB/s	       100.0 records/op	  388056 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 631331125 ns/op	   0.17 MB/s	       100.0 records/op	  388288 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 613173417 ns/op	   0.17 MB/s	       100.0 records/op	  388080 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 612142208 ns/op	   0.17 MB/s	       100.0 records/op	  388288 B/op	    1080 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/snappy/sarama-16           	       1	 622062667 ns/op	   0.17 MB/s	       100.0 records/op	  388288 B/op	    1080 allocs/op
PASS
ok  	github.com/faustbrian/golib/pkg/kafka/benchmarks/clients	368.004s
